cast_count,cast_count_sum,cast_time,cast_time_sum,노출(분),마더코드,방송일시,상품군,상품명,상품코드,취급액,판매단가,cast_time_ratio,상품명_plan,상품명_add,상품명_maker,상품명_set,상품명_sex,상품명_kid,fake_weight,fake_weight2,ratings_mean,cat1,cat2,cat3,방송일시_dow,방송일시_MM,방송일시_DD,방송일시_hh,방송일시_mm,방송일시_MMDD,방송일시_DDhh,방송일시_hhmm,방송일시_MMDDhh,방송일시_mmmm_1,방송일시_mmmm_2,방송일시_mmmm_3,방송일시_dow2,new_상품명,상품명_brand,review_counts,internet_price,price_minus,search_naver,temperature,change_label,ratings_start,가격_9x,098560,143860,227550,227560,228790,228800,307510,할인여부,mean_amt_by_hhmm,time_cat,time_cat2,판매단가_cat,변동 %,com,fake_weight3,날짜,search_compare,encoding_상품명:,encoding_상품군:,encoding_상품명_brand:,encoding_new_상품명:,encoding_cat1:,encoding_cat2:,encoding_cat3:
3,3.0,60.0,60.0,20.0,100500,2019-07-22 19:40:00,가구,(일)삼익가구 어블러 LED 멀티 수납형 침대 킹,201513,14997000,599000,1.0,1,0,0,0,0,0,-1,0.0,0.0035480874316939893,가구/인테리어,침실가구,침대,0,07,22,19,40,0722,2219,1940,072219,45600,1003200,7022400,1,삼익가구 어블러 LED 멀티 침대,삼익,0,0,599000,0,25.7,0,0.0,1,8695.0,28440.0,4985.0,10750.0,3155.0,4165.0,10505.0,0,20468441.860465117,2,3,5,-0.05,0,5,0722,12.56105,104,0,208,739,0,78,200
2,3.0,40.0,60.0,20.0,100610,2019-12-10 16:40:00,속옷,푸마 스트레치 심리스 드로즈 11종,201883,42366000,89000,0.6666666666666666,0,0,0,0,2,0,-1,0.0,0.003956830601092894,패션의류,남성언더웨어/잠옷,팬티,1,12,10,16,40,1210,1016,1640,121016,38400,384000,4608000,1,푸마 스트레치 심리스 드로즈,푸마,827,6900,82100,1,8.9,0,0.0,1,8200.0,26020.0,4910.0,10715.0,3025.0,4140.0,10380.0,0,27961980.613893375,1,3,4,0.45,0,1,1210,12.62882,1862,5,426,1367,6,15,229
2,3.0,40.0,60.0,20.0,100773,2019-06-22 09:20:00,이미용,엘렌실라 그린 에너지 썬스틱7,202260,43614000,39900,0.6666666666666666,0,0,0,0,0,0,-1,0.0,0.005051912568306007,화장품/미용,선케어,선스틱,5,06,22,09,20,0622,2209,0920,062209,10800,237600,1425600,0,엘렌실라 그린 에너지 썬스틱7,엘렌,0,75050,-35150,1,27.1,0,0.0,1,9045.0,31690.0,5090.0,11065.0,3445.0,4555.0,11530.0,0,17677856.902356904,1,1,2,0.0,1,0,0622,12.8111,1253,7,291,954,8,39,100
1,3.0,20.0,60.0,20.0,100627,2019-07-29 08:00:00,주방,2세트 믹서를 품은 텀블러,201933,13074000,89900,0.3333333333333333,0,0,0,1,0,0,-1,0.0,0.005457377049180325,디지털/가전,주방가전,믹서기,0,07,29,08,00,0729,2908,0800,072908,0,0,0,1,믹서를 품은 텀블러,믹서,28,59800,30100,1,27.7,0,0.0,1,8185.0,26845.0,4850.0,10525.0,2955.0,3905.0,9820.0,0,16435156.069364162,0,1,4,-1.78,0,2,0729,11.359860000000001,176,9,164,551,1,70,66
2,3.0,40.0,60.0,20.0,100148,2019-06-07 19:20:00,가전,무이자 LG 울트라HD TV 65UK6800HNC,200443,12985000,1930000,0.6666666666666666,2,0,2,0,0,0,-1,0.0,0.004042076502732239,디지털/가전,영상가전,TV,4,06,07,19,20,0607,0719,1920,060719,22800,159600,957600,1,LG 울트라HD TV 65UK6800HNC,LG,2,1894000,36000,1,20.6,0,0.0,0,8915.0,30785.0,5000.0,10935.0,3485.0,4700.0,11525.0,200000,12725702.768729642,2,3,5,0.16,0,4,0607,12.425510000000001,763,1,17,63,1,53,0
2,3.0,40.0,60.0,20.0,100377,2019-03-31 05:20:00,의류,그렉노먼 남성 봄 컬렉션 티셔츠 5종,201222,27872000,49900,0.6666666666666666,0,0,0,0,2,0,-1,0.0,0.00381311475409836,스포츠/레저,골프,골프의류,6,03,31,05,20,0331,3105,0520,033105,6000,186000,558000,0,그렉노먼 남성 봄 컬렉션 티셔츠,그렉,106,17620,32280,1,3.0,0,0.0,1,9685.0,-31786.0,5030.0,12355.0,4040.0,4515.0,11450.0,10000,19635650.197628457,0,1,3,0.0,0,1,0331,13.612670000000001,480,6,59,227,3,7,11
1,3.0,20.0,60.0,20.0,100564,2019-05-02 14:00:00,농수축,[바다원] 더 그릴 3종 아구채4팩+양태채2팩+쥐포채2팩 + 소스8팩,201662,14456000,39900,0.3333333333333333,0,1,0,0,0,0,-1,0.0,0.005028961748633877,식품,수산,생선,3,05,02,14,00,0502,0214,1400,050214,0,0,0,1,바다원  더 그릴 아구채  양태채  쥐포채  소스,바다,0,0,39900,0,22.1,1,0.0,1,9330.0,-30871.0,5165.0,12045.0,4015.0,5080.0,11690.0,0,28727561.440677967,1,2,2,0.42,1,0,0502,15.41913,388,3,166,556,4,42,94
3,3.0,60.0,60.0,20.0,100458,2019-09-12 06:40:00,의류,크리스티나앤코 가디건세트,201411,40260000,29000,1.0,0,0,0,1,0,0,-1,0.0,0.003854098360655737,패션의류,여성의류,카디건,3,09,12,06,40,0912,1206,0640,091206,14400,172800,1555200,1,크리스티나앤코 가디건세트,크리,158,13300,15700,1,21.7,0,0.0,1,8245.0,25350.0,5050.0,10355.0,2905.0,4140.0,9555.0,5000,32764442.687747035,0,1,1,0.0,1,0,0912,8.5158,1749,6,392,1252,6,51,201
1,3.0,20.0,60.0,20.0,100448,2019-02-06 14:00:00,주방,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),202098,14230000,158000,0.3333333333333333,1,0,0,0,0,0,-1,0.0,0.005028961748633877,디지털/가전,주방가전,전기밥솥,2,02,06,14,00,0206,0614,1400,020614,0,0,0,1,쿠첸 풀스텐 압력밥솥,쿠첸,0,0,158000,0,8.7,1,0.0,0,9925.0,-29926.0,5165.0,12150.0,3615.0,4865.0,10485.0,0,28727561.440677967,1,2,5,0.0,0,1,0206,13.177999999999999,1543,9,388,1240,1,70,167
1,3.0,20.0,60.0,20.0,100511,2019-03-05 13:00:00,농수축,자연산 손질 통오징어 21미,201575,31858000,40900,0.3333333333333333,0,0,0,0,0,0,-1,0.0,0.005543169398907099,식품,수산,해산물/어패류,1,03,05,13,00,0305,0513,1300,030513,0,0,0,1,자연산 손질 통오징어,자연,0,0,40900,0,12.4,1,0.006,1,10085.0,-27936.0,5290.0,12550.0,4010.0,4690.0,11460.0,0,24908421.25984252,1,2,2,-0.52,1,0,0305,14.97277,1587,3,336,1100,4,42,237
2,3.0,40.0,60.0,20.0,100448,2019-04-16 20:20:00,주방,일시불 쿠첸 압력밥솥 6인용 (A1),201388,12748000,148000,0.6666666666666666,1,0,0,0,0,0,-4,0.0,0.004446994535519125,디지털/가전,주방가전,전기밥솥,1,04,16,20,20,0416,1620,2020,041620,24000,384000,1536000,1,쿠첸 압력밥솥,쿠첸,0,0,148000,0,13.5,0,0.0,0,9675.0,-30471.0,5190.0,12675.0,4230.0,5395.0,11855.0,0,15568492.647058824,2,3,5,0.26,0,3,0416,13.7155,1541,9,388,1239,1,70,167
1,3.0,20.0,56.0,20.0,100293,2019-01-28 22:00:00,잡화,무이자[가이거] 콘체르토 다이아몬드 워치(주얼리3종),200950,1758000,139000,0.35714285714285715,2,0,0,0,0,0,-1,0.0,0.004839890710382512,패션잡화,시계,패션시계,0,01,28,22,00,0128,2822,2200,012822,0,0,0,1,가이거  콘체르토 다이아몬드 워치,가이,0,0,139000,0,-2.9,0,0.0,1,10295.0,-30481.0,5155.0,11940.0,3540.0,4770.0,10155.0,0,8777602.713178294,2,0,5,-0.02,0,2,0128,14.3044,912,8,38,188,7,46,228
1,3.0,20.0,60.0,20.0,100205,2019-03-09 17:20:00,가구,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,200733,1536000,548000,0.3333333333333333,0,0,0,0,0,0,-1,0.0,0.0035147540983606557,가구/인테리어,침실가구,침대,5,03,09,17,20,0309,0917,1720,030917,20400,183600,550800,0,보루네오 루나 유로탑 LED 침대,보루,0,799000,-251000,1,9.8,1,0.0,0,9870.0,-28931.0,5150.0,12530.0,4040.0,4575.0,11115.0,0,16454362.416107383,1,3,5,0.0,0,1,0309,13.31354,983,0,188,617,0,78,200
1,3.0,20.0,60.0,20.0,100711,2019-09-14 20:20:00,이미용,아미니 비노테라 오일 워시(구성2),202081,1178000,59900,0.3333333333333333,0,0,0,0,0,0,-4,0.0,0.004446994535519125,화장품/미용,바디케어,바디클렌저,5,09,14,20,20,0914,1420,2020,091420,24000,336000,3024000,0,아미니 비노테라 오일 워시,아미,13,11870,48030,1,21.3,0,0.0,1,8245.0,25350.0,5050.0,10355.0,2905.0,4140.0,9555.0,0,15568492.647058824,2,3,3,0.0,0,2,0914,11.4697,1178,7,265,871,8,29,70
3,3.0,60.0,60.0,20.0,100202,2019-12-17 08:00:00,농수축,임성근의 녹용도가니탕 풀세트,200685,83712000,55900,1.0,0,0,0,1,0,0,-1,0.0,0.005457377049180325,식품,냉동/간편조리식품,즉석국/즉석탕,1,12,17,08,00,1217,1708,0800,121708,0,0,0,1,녹용도가니탕,녹용,294,54900,1000,1,9.4,0,0.0,1,8330.0,27050.0,4940.0,10825.0,3100.0,4245.0,10510.0,0,16435156.069364162,0,1,3,1.27,1,0,1217,14.2156,1569,3,77,271,4,18,187
3,3.0,60.0,60.0,20.0,100157,2019-12-04 20:00:00,가전,일시불 LG트롬 건조기 16kg RH16WN(화이트),200561,17135000,1900000,1.0,1,0,2,0,0,0,-1,0.0,0.00476830601092896,디지털/가전,생활가전,건조기/탈수기,2,12,04,20,00,1204,0420,2000,120420,0,0,0,1,LG트롬 건조기 RH16WN,LG,2,1374000,526000,1,0.7,0,0.0,1,8090.0,26200.0,4840.0,10785.0,3075.0,4110.0,10460.0,0,17534708.808290154,2,3,5,-0.73,0,1,1204,15.138689999999999,1449,1,17,100,1,35,8
2,3.0,40.0,60.0,20.0,100838,2019-08-22 16:20:00,주방,쿠쿠 블랙스톤 전기밥솥 6인용(세일),202482,21110000,228000,0.6666666666666666,1,0,0,0,0,0,-4,0.0,0.004448633879781419,디지털/가전,주방가전,전기밥솥,3,08,22,16,20,0822,2216,1620,082216,19200,422400,3379200,1,쿠쿠 블랙스톤 전기밥솥,쿠쿠,667,211040,16960,1,27.3,0,0.0,0,8065.0,24525.0,4925.0,9940.0,2725.0,3970.0,9755.0,0,17577046.153846152,1,3,5,-0.69,0,2,0822,13.981910000000001,1742,9,389,1243,1,70,167
2,3.0,40.0,60.0,20.0,100149,2019-05-06 19:20:00,가전,일시불 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,200539,11999000,2209000,0.6666666666666666,1,0,2,0,0,0,-1,0.0,0.004042076502732239,디지털/가전,계절가전,에어컨,0,05,06,19,20,0506,0619,1920,050619,22800,136800,684000,1,LG 휘센 씽큐 에어컨 2IN1형 FQ17V WA2,LG,754,1674000,535000,1,13.6,0,0.0,1,9420.0,-31041.0,5190.0,12000.0,4010.0,5045.0,11650.0,0,12725702.768729642,2,3,5,0.0,0,1,0506,12.769039999999999,1436,1,17,80,1,6,133
3,3.0,60.0,60.0,20.0,100148,2019-07-20 19:00:00,가전,일시불 LG 울트라HD TV 75UK6200KNB,200525,18316000,2700000,1.0,1,0,2,0,0,0,-1,0.0,0.0036131147540983607,디지털/가전,영상가전,TV,5,07,20,19,00,0720,2019,1900,072019,0,0,0,0,LG 울트라HD TV 75UK NB,LG,23,1614990,1085010,1,28.4,0,0.0,0,8695.0,28440.0,4985.0,10750.0,3155.0,4165.0,10505.0,100000,13945246.153846154,2,3,5,0.0,0,7,0720,13.371970000000001,1426,1,17,68,1,53,0
2,3.0,40.0,60.0,20.0,100317,2019-11-14 08:40:00,농수축,국내산 손질 햇 갑오징어 9팩,201665,59194000,49900,0.6666666666666666,0,0,0,0,0,0,-1,0.0,0.005157923497267757,식품,수산,해산물/어패류,3,11,14,08,40,1114,1408,0840,111408,19200,268800,2956800,1,손질 햇 갑오징어,손질,1504,48900,1000,1,1.8,0,0.0,1,8250.0,27695.0,5000.0,10805.0,3050.0,4255.0,11490.0,0,27284764.40677966,0,1,3,0.79,1,0,1114,14.685329999999999,457,3,230,784,4,42,237
2,3.0,40.0,60.0,20.0,100203,2019-09-14 17:40:00,가구,(일)[보루네오] 피올레 천연소가죽 소파 4인용,200707,11688000,899000,0.6666666666666666,1,0,0,0,0,0,-1,0.0,0.004109836065573772,가구/인테리어,거실가구,소파,5,09,14,17,40,0914,1417,1740,091417,40800,571200,5140800,0,보루네오  피올레 천연소가죽 소파,보루,0,1296810,-397810,1,22.6,0,0.0,1,8245.0,25350.0,5050.0,10355.0,2905.0,4140.0,9555.0,100000,24338110.851808634,1,3,5,0.0,0,3,0914,11.4697,89,0,188,611,0,2,107
2,3.0,40.0,60.0,20.0,100322,2019-05-17 14:20:00,농수축,국내산 손질갑오징어 8팩,201479,59600000,49900,0.6666666666666666,0,0,0,0,0,0,-1,0.0,0.005518579234972674,식품,수산,해산물/어패류,4,05,17,14,20,0517,1714,1420,051714,16800,285600,1428000,1,손질갑오징어,손질,1747,17000,32900,1,27.7,0,0.0,1,9265.0,31770.0,4835.0,11150.0,3615.0,4720.0,11400.0,0,34643738.04573805,1,2,3,-0.58,1,0,0517,13.2855,458,3,230,785,4,42,237
2,2.0,60.0,60.0,30.0,100520,2019-11-25 19:50:00,주방,해피콜엑슬림블렌더,201587,81688000,259000,1.0,0,0,0,0,0,0,-1,0.0,0.004828415300546448,디지털/가전,주방가전,믹서기,0,11,25,19,50,1125,2519,1950,112519,57000,1425000,15675000,1,해피콜엑슬림블렌더,해피,1279,311400,-52400,1,2.4,0,0.0,1,8315.0,27020.0,4980.0,10830.0,3090.0,4195.0,10460.0,0,22301363.636363637,2,3,5,1.02,1,0,1125,14.463320000000001,1954,9,452,1470,1,70,66
1,3.0,20.0,60.0,20.0,100789,2019-08-26 20:00:00,생활용품,노송가구 제이드 비취 꽃상감 교자상(900),202348,5250000,74000,0.3333333333333333,0,0,0,0,0,0,-1,0.0,0.00476830601092896,생활/건강,주방용품,교자상/밥상,0,08,26,20,00,0826,2620,2000,082620,0,0,0,1,노송가구 제이드 비취 꽃상감 교자상,노송,1,61800,12200,1,26.2,1,0.0,0,8000.0,23005.0,4885.0,9700.0,2580.0,3825.0,9115.0,0,17534708.808290154,2,3,4,-1.64,0,1,0826,15.839770000000001,519,4,75,267,2,71,15
2,2.0,60.0,60.0,30.0,100189,2019-10-27 07:30:00,잡화,코치 뉴 베네트 크로스백,200626,35048000,199000,1.0,0,0,0,0,0,0,-1,0.0,0.004719672131147539,패션잡화,여성가방,크로스백,6,10,27,07,30,1027,2707,0730,102707,12600,340200,3402000,0,코치 뉴 베네트 크로스백,코치,0,188000,11000,1,11.1,0,0.0,1,8130.0,27790.0,4985.0,10510.0,2870.0,4080.0,10640.0,0,27160802.816901408,0,1,5,0.0,0,1,1027,13.06816,1708,8,382,1206,7,48,212
2,3.0,40.0,60.0,20.0,100190,2019-09-15 11:20:00,잡화,코치 아이비 메신저 크로스백,200641,9365000,199000,0.6666666666666666,0,0,0,0,0,0,-1,0.0,0.006352459016393438,패션잡화,여성가방,크로스백,6,09,15,11,20,0915,1511,1120,091511,13200,198000,1782000,0,코치 아이비 메신저 크로스백,코치,0,137000,62000,1,28.3,0,0.0,1,8245.0,25350.0,5050.0,10355.0,2905.0,4140.0,9555.0,0,21533005.405405406,1,2,5,0.0,0,4,0915,11.17291,1719,8,382,1217,7,48,212
3,3.0,60.0,60.0,20.0,100492,2019-05-19 14:40:00,농수축,피시원 국내산 손질꽃게 7팩,201485,57898000,59900,1.0,0,0,0,0,0,0,-1,0.0,0.0054590163934426185,식품,수산,해산물/어패류,6,05,19,14,40,0519,1914,1440,051914,33600,638400,3192000,0,피시원 손질꽃게,피시,3,53910,5990,1,20.5,0,0.0,1,9265.0,31770.0,4835.0,11150.0,3615.0,4720.0,11400.0,0,42082601.2526096,1,2,3,0.0,1,0,0519,14.068370000000002,1923,3,434,1427,4,42,237
1,3.0,20.0,60.0,20.0,100348,2019-07-02 11:00:00,속옷,벨레즈온 브라캡 심리스 원피스 패키지,201088,22167000,39900,0.3333333333333333,0,0,0,0,1,0,-1,0.0,0.005509289617486336,패션의류,여성언더웨어/잠옷,브라,1,07,02,11,00,0702,0211,1100,070211,0,0,0,1,벨레즈온 브라캡 심리스 원피스,벨레,0,0,39900,0,29.3,1,0.0,1,8955.0,30640.0,5005.0,10840.0,3365.0,4460.0,10930.0,10000,16515900.840336135,1,2,2,-0.36,1,0,0702,12.52132,969,5,183,601,6,50,82
1,3.0,20.0,60.0,20.0,100766,2019-11-08 04:20:00,이미용,참존 탑뉴스 지이링클 기초세트,202239,27211000,59000,0.3333333333333333,0,0,0,1,0,0,-1,0.0,0.0020333333333333345,화장품/미용,스킨케어,화장품세트,4,11,08,04,20,1108,0804,0420,110804,4800,38400,422400,1,참존 탑뉴스 지이링클 기초세트,참존,0,58000,1000,1,1.2,1,0.0,1,8490.0,28065.0,5050.0,10850.0,3175.0,4350.0,11570.0,0,18790658.73015873,0,1,3,-0.33,1,0,1108,14.220270000000001,1633,7,365,1153,8,45,247
1,3.0,20.0,60.0,20.0,100290,2019-05-26 11:00:00,가전,일시불 대우전자 벽걸이 에어컨 DOZ-S06JK,200934,9328000,509000,0.3333333333333333,1,0,0,0,0,0,-1,0.0,0.005509289617486336,디지털/가전,계절가전,에어컨,6,05,26,11,00,0526,2611,1100,052611,0,0,0,0,대우전자 벽걸이 에어컨 DOZ S06J,대우,0,295000,214000,1,30.5,1,0.0,1,8835.0,30415.0,4810.0,11130.0,3445.0,4610.0,11430.0,0,16515900.840336135,1,2,5,0.0,0,1,0526,10.66112,1457,1,91,299,1,6,133
2,3.0,40.0,60.0,20.0,100315,2019-01-31 12:20:00,건강기능,(직매입) 종근당건강 아이클리어 루테인,201002,51398000,69000,0.6666666666666666,0,0,0,0,0,0,-1,0.0,0.005832786885245897,식품,건강식품,영양제,3,01,31,12,20,0131,3112,1220,013112,14400,446400,446400,1,직매입  종근당건강 아이클리어 루테인,직매,7072,5490,63510,1,0.5,0,0.0,1,9945.0,-29626.0,5225.0,12250.0,3600.0,4800.0,10450.0,0,25121754.68164794,1,2,4,-0.06,1,0,0131,14.37685,135,2,362,1149,4,4,141
2,3.0,40.0,60.0,20.0,100127,2019-09-26 08:20:00,의류,"뱅뱅 남성 간절기 데님팬츠 3종(GQE772, GQE774, GQE776)",200336,15020000,69900,0.6666666666666666,0,0,0,0,2,0,-1,0.0,0.0065005464480874285,패션의류,남성의류,청바지,3,09,26,08,20,0926,2608,0820,092608,9600,249600,2246400,1,뱅뱅 남성 간절기 데님팬츠  GQE772 GQE774 GQE776,뱅뱅,20,54510,15390,1,24.6,0,0.0,1,8305.0,24545.0,5085.0,10570.0,2865.0,4120.0,9675.0,0,21068485.809682805,0,1,4,0.05,0,2,0926,13.173329999999998,931,6,177,570,6,16,194
1,3.0,20.0,60.0,20.0,100150,2019-12-12 17:20:00,가전,LG전자 통돌이 세탁기 TR14WK1(화이트),200427,66752000,489000,0.3333333333333333,0,0,2,0,0,0,-1,0.0,0.0035147540983606557,디지털/가전,생활가전,세탁기,3,12,12,17,20,1212,1217,1720,121217,20400,244800,2937600,1,LG전자 통돌이 세탁기 TR14WK1,LG,18657,385990,103010,1,-0.8,1,0.0,1,8220.0,26470.0,4970.0,10755.0,3065.0,4245.0,10500.0,10900,16454362.416107383,1,3,5,1.51,1,0,1212,14.62924,261,1,17,96,1,35,105
3,3.0,60.0,60.0,20.0,100610,2019-01-12 17:40:00,속옷,푸마 INNO 심리스 드로즈 (6차),201860,32543000,89000,1.0,0,0,0,0,2,0,-1,0.0,0.004109836065573772,패션의류,남성언더웨어/잠옷,팬티,5,01,12,17,40,0112,1217,1740,011217,40800,489600,489600,0,푸마 INNO 심리스 드로즈,푸마,102,6620,82380,1,2.2,0,0.0,1,10170.0,-30546.0,5100.0,12020.0,3420.0,4755.0,9975.0,0,24338110.851808634,1,3,4,0.0,0,1,0112,14.257670000000001,1840,5,426,1350,6,15,229
1,2.0,30.0,60.0,30.0,100037,2019-09-20 07:00:00,잡화,프라다 비텔로 피닉스 보스턴,200088,3643000,1590000,0.5,0,0,0,0,0,0,-4,0.0,0.004712021857923496,패션잡화,여성가방,토트백,4,09,20,07,00,0920,2007,0700,092007,0,0,0,1,프라다 비텔로 피닉스 보스턴,프라,0,1156000,434000,1,19.4,0,0.0,1,8335.0,26235.0,5060.0,10390.0,2895.0,4240.0,9755.0,0,14664355.300859598,0,1,5,0.54,0,2,0920,13.8043,1890,8,428,1392,7,48,220
